date,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx,Real Oil Prices
1986-01,8.817057607026427,8.6881167034264,3.857714665091004,13.40881396038563,11.719838020257058,4.019101861892422,4.14906316603354,4.123819234711244,4.290384109543914,3.9570040383454987,4.409961558458593,3.528217652028215,3.864144946164537,3.365670406252479,4.48652291323639,4.006045101463193,4.216219968251881,4.116650605643221,4.366891435717688,8.366370301914213,-0.5948656668165178,11.667207564741508,11.598065926230484,6.7,2.6946272483376346,8.111628078607769,7.789040402071727,7.644440762035264,6.909753282642814,6.991176888041172,12.812435696007954,11.500164387677742,10.066031481763908,6.747234353321158,8.498621806034551,9.780528645192222,9.298442820289296,8.819517540752708,11.227933105342249,9.93139450583776,8.496725142980509,9.384234853924076,8.695674048991561,9.724061798914025,3.6988298097195793,1.2237757257397195,3.706228117018574,7.58680353566968,5.774551548649998,5.655991814316356,6.800170069415786,6.144185636271569,7.521317980740658,5.624017509797447,5.662960483608168,6.6669567937014715,6.2065759287410565,,11.52023521752353,10.247721573813038,12.788297421768291,13.380835904570299,0.4578445387028423,6.431974998568216,7.8248856586534,7.730482305517209,12.309080395608914,3.871201031741224,10.764265574501167,6.215384199178073,6.057812994184735,6.17089591256979,-2.030756663052732,5.338499160983942,5.439816933162014,1.3385845672652252,2.570093889327858,8.14,7.71,7.07,7.16,7.73,8.68,9.19,10.05,11.44,,-1.07,-0.98,-0.41,0.54,1.05,1.91,3.3,4.957485253161549,0.7256148547244352,5.2977697216179225,0.3537513744712252,0.3414604888640534,4.658710962394794,4.650143561191052,4.628886722371033,4.545420192198028,4.545420192198028,4.699570870508757,4.664382055045008,4.682131236383479,4.770684632940241,4.671893827385537,4.670021167679779,4.728272391963808,4.704110142900966,4.690430039121651,4.693181072468314,3.989761540533787,4.801296031977531,4.004073350467144,3.8189643111270644,2.3155014169772703,2.465554006233949,2.2544448225978995,4.560172830517606,11.178487158523973,11.71134664125937,6.117474980274942,2.897088097154398,20.864422202001816
1986-02,8.821909061638172,8.693278677778691,3.8552410124976624,13.403109349130046,11.71047612391201,4.01223028393817,4.139512316235963,4.113869389497519,4.28172553467156,3.950202811641102,4.400604259509853,3.5176907267658275,3.8603275459725377,3.3649482835508384,4.485824566383046,4.000433088771817,4.1838576836268055,4.089745686920564,4.360308762216032,8.36334246683124,-0.6728806256007298,11.668920157854155,11.594321103183441,7.2,2.721295493641702,8.165079259089481,7.85127199749914,7.744136628061265,7.02553831552741,7.075808864823696,12.8199060193731,11.501328479134681,10.064117198503675,6.726712904885028,8.497806477819962,9.77922733521206,9.296426320981062,8.819369710166313,11.230058448189485,9.93154036702678,8.496316788032802,9.384839748547986,8.701180027695642,9.726690706444543,3.688879479113936,1.1939227715026917,3.706228117018574,7.521859252742755,5.823045898441599,5.634789606740678,6.616065186471506,6.180016655722966,7.477038472885628,5.533389492680089,5.662960483608168,6.625392369334216,6.1569789877042,,11.50004260869956,10.288905291975386,12.794583802649415,13.381858491795942,0.47726261208952137,6.4380716001468095,7.829192744073769,7.736612727131076,12.291332489485589,3.8416005625908274,10.729853576904178,6.215983354324135,6.068808619045113,6.177696637372682,-2.028797516021618,5.390896552399015,5.488524421749921,1.2912123246139042,2.6390307671196216,7.86,7.63,7.06,7.11,7.61,8.34,8.7,9.67,11.11,,-0.8,-0.75,-0.25,0.48,0.84,1.81,3.25,4.919554567066933,0.6702372405641641,5.219553346421683,0.35746533150017323,0.33953967009029845,4.645351985227071,4.632785362748691,4.617098766734788,4.5053498617556045,4.547541083744675,4.6977493763969544,4.657762645594928,4.6728288438077,4.777441415346053,4.663439103546029,4.66626529475524,4.73180284573203,4.701389052811287,4.687671416707938,4.690430039121651,3.989761540533787,4.79993073178079,3.9950213593343684,3.8235851788155544,2.316488096782362,2.468099616217378,2.257587831665815,4.563305992316921,11.1914521795966,11.721119425939696,6.117194149446513,3.0264651920764156,14.092980856882406
1986-03,8.831297696675852,8.702643183050869,3.858643346621506,13.404084726491194,11.703514597653307,4.005200020744941,4.136150088915981,4.110498400252931,4.278101213774799,3.9495519229172213,4.395859283430176,3.5169398478832465,3.8491023960984623,3.3600871858936876,4.481651368389853,3.9970220440223465,4.193610558970427,4.0658662265662535,4.356043233436667,8.35678967015801,-0.6771694864540779,11.671807790038951,11.597606629130683,7.2,2.681021597207439,8.171882006410305,7.857867559718501,7.723562472720252,6.992096428335006,7.06731984950599,12.851079450764807,11.502208240139131,10.061687167252357,6.69443828972344,8.499843553284625,9.77701688853892,9.293485953154873,8.81833428370017,11.231967402291447,9.933483152620031,8.494354359716825,9.389657419833423,8.705496820053412,9.726452000231095,3.688879479113936,1.2237757257397195,3.706228117018574,7.536897130099219,5.652489183777423,5.755742216751469,6.661854741824084,6.200509176071088,7.484368643847929,5.579729829759807,5.6058020699724675,6.5750758419943205,6.265301214638851,,11.489680615649924,10.247762872937114,12.803461105584203,13.385084809312243,0.4963107956691476,6.451260001339726,7.837199128495977,7.750098026334636,12.30772629926119,3.856510316639536,10.747207591596952,6.225225733311162,6.080110069612553,6.180427813421227,-2.0332714392574314,5.448029644081142,5.546348637271703,1.239079257815795,2.713787500612108,7.48,7.2,6.56,6.57,7.03,7.46,7.78,9.0,10.5,,-0.92,-0.91,-0.45,-0.02,0.3,1.52,3.02,4.898298624525562,0.6497181448256845,5.185673732140075,0.3834928087749677,0.337115601046502,4.632785362748691,4.615120526742249,4.604169695664518,4.479606974350614,4.555979952301521,4.692264902004928,4.653960359681333,4.640537339477892,4.7849886209181465,4.649187080974244,4.66626529475524,4.737075265632272,4.695010899128649,4.679349593447394,4.684905163240555,3.9875756663734356,4.800547815130343,3.977436162709986,3.8279455239911973,2.3174738040099587,2.462149747916872,2.2596776963668974,4.554928980066592,11.207554529660934,11.730876036080355,6.109471782074266,3.1597201660970566,11.55820348304308
1986-04,8.834685588018964,8.705960595859176,3.864784657568712,13.424020516624052,11.709871582987313,4.006343623050004,4.1396620528407935,4.111925786119207,4.284721104230867,3.94849380642103,4.405347587456715,3.5104852053402835,3.847499438845422,3.361319420568758,4.485077245805205,4.00168089564356,4.171285556861003,4.083197682623252,4.359929289274856,8.362408977848853,-0.6692811299656461,11.672626427735173,11.598662697257971,7.1,2.687847561811899,8.18813341478841,7.888334501113747,7.678788998661688,6.895682698760013,7.068172001239831,12.862944770228,11.504096605043497,10.06164448237347,6.6582677536116925,8.507142855764757,9.776562859019228,9.293117798525806,8.817742129722925,11.234454176059712,9.935519023415216,8.496561821011333,9.392186816005273,8.71045468841338,9.727048658959976,3.688879479113936,1.1939227715026917,3.701301998803851,7.566828479725662,5.7365723007049985,5.855071925067756,6.634633359175746,6.240275847120087,7.527255919911997,5.700443576735168,5.749392989092967,6.5903010495703125,6.248042876442665,,11.471083653227701,10.199538337214257,12.797040322314482,13.385863567235019,0.48365240634289997,6.463029458480732,7.84690279339018,7.763488887186806,12.324300026899266,3.8897774169307238,10.77895628991086,6.230038241109287,6.091119821030817,6.189531042993141,-2.0254948666223314,5.472270677873155,5.575570247298592,1.2181581494866545,2.752063621760191,6.99,6.6,6.06,6.08,6.44,7.05,7.3,8.79,10.19,,-0.93,-0.91,-0.55,0.06,0.31,1.8,3.2,4.888901888994885,0.6426961629366579,5.165310413523881,0.4044652751083588,0.32779253389240265,4.627909682732752,4.60816570493798,4.59410924873989,4.44968529482994,4.550714010751695,4.688591803326796,4.653960359681333,4.615120526742249,4.790819541180369,4.637637385806135,4.665324118224034,4.741447813006642,4.690430039121651,4.6728288438077,4.6802776677513345,3.9855150922491402,4.801501488068544,3.9655069176594093,3.8297494997071935,2.3184585405755276,2.4689467148832724,2.257587831665815,4.566429368066671,11.231675992262234,11.744939556460555,6.120472570643964,3.136163600536928,11.812327506899724
1986-05,8.83588834808019,8.70675514003115,3.8707842782535655,13.414383850871786,11.724289035161657,4.008305457876748,4.143115694464395,4.114232169567504,4.290290947502079,3.95031253516469,4.412304850405571,3.5090587974606136,3.84771487908099,3.3565068375549765,4.488947568495792,4.0032083443064295,4.188288673015252,4.118765609486662,4.360675321532607,8.345217926913957,-0.6953991663776095,11.674431882058771,11.599919341815898,7.2,2.687847561811899,8.18479265444394,7.889833751768827,7.71065332394923,6.969790670841439,7.063048164244337,12.863592648449558,11.505377047222975,10.058309435670326,6.620339838980765,8.501876487507431,9.775256374695887,9.290998275085888,8.817742129722925,11.237158788079537,9.938420239124435,8.49760254185519,9.395964801691918,8.71456755100066,9.728538750131145,3.691376359250179,1.2237757257397195,3.706228117018574,7.525100746665175,5.613128110037705,5.5294290914796775,6.683360947017839,6.270988433748658,7.493873887340042,5.652489183777423,5.690359457702439,6.548219104195037,6.249975244189985,,11.460752534774407,10.205587439395305,12.793346649046676,13.382744890135008,0.48365240634289997,6.480044563460395,7.857403414897166,7.771235777445662,12.330058625315582,3.881563818561994,10.77058804024052,6.230387350631818,6.101570413010611,6.198927499920301,-2.01912409927346,5.474369314521268,5.584998942419988,1.219367207605171,2.761349723135242,6.85,6.62,6.15,6.19,6.65,7.52,7.71,9.09,10.29,,-0.7,-0.66,-0.2,0.67,0.86,2.24,3.44,4.865012220768392,0.6172381258919667,5.118181824681462,0.4194344147543171,0.3189634193872163,4.632785362748691,4.615120526742249,4.592084956571148,4.460144425498527,4.549657486628657,4.691347891403455,4.65300752493514,4.619073101019016,4.7974420818860395,4.639571622367259,4.66626529475524,4.743191492596267,4.692264902004928,4.67469625796506,4.682131236383479,3.987353106192662,4.805045118551279,3.9676658458110703,3.8310298679058836,2.3204251093541988,2.473171477886608,2.260720993170628,4.551769419809499,11.269783267162081,11.768419336096258,6.127809573687005,2.938780950034068,14.110091743119266
1986-06,8.836370006646433,8.707168715229082,3.868551692059873,13.420778418924018,11.725346286351968,4.004365166838439,4.140399258248978,4.110111294802657,4.290216959697346,3.9616737706028498,4.4079660428622285,3.4985570053754365,3.842329910270383,3.3471142695248797,4.494645257678448,3.998916060418004,4.208981929521627,4.08882939829283,4.355533790450982,8.406038142273589,-0.6427221325892504,11.679151514607765,11.604373651423783,7.2,2.721295493641702,8.15737044147339,7.902857191650267,7.74932246509139,6.946975993096957,7.1546153576949125,12.822608723720977,11.504439561330015,10.05461939458303,6.597418517329435,8.500453867615315,9.771668977972325,9.285262298586224,8.817594036423896,11.2370665559972,9.937840668956103,8.4912803348359,9.397276266403832,8.7189905248743,9.727883383549296,3.688879479113936,1.1939227715026917,3.706228117018574,7.521317980740658,5.655991814316356,5.683579770740042,6.643789734449755,6.212606097755526,7.48997089939346,5.648974241682333,5.66642669157264,6.584791393766932,6.200509176071088,,11.468815622134997,10.218300291315769,12.788798167765547,13.383030173373157,0.47726261208952137,6.493148514470465,7.865187954571344,7.775359841699191,12.346269276027803,3.9100210227975527,10.801614313802979,6.236733322479541,6.112096412104989,6.2058627511046724,-2.016387955011936,5.502481955341085,5.615315496975532,1.194552599292242,2.7920711849309003,6.92,6.71,6.21,6.27,6.73,7.64,7.8,9.13,10.34,,-0.71,-0.65,-0.19,0.72,0.88,2.21,3.42,4.871664994922248,0.6100921487235693,5.1212334752054005,0.4111164425269346,0.3292325215845377,4.635699400722235,4.617098766734788,4.591071271750577,4.456670189270575,4.560172830517606,4.695010899128649,4.65300752493514,4.627909682732752,4.802380363485978,4.642465980365699,4.669083521112607,4.749270538619857,4.696837383638003,4.679349593447394,4.686750182197104,3.991055991196359,4.80900043842544,3.971102924216691,3.8347747446484046,2.3204251093541988,2.475697794806976,2.2596776963668974,4.59814558112162,11.308579133751191,11.793675063262612,6.136323696189904,2.9230541018252265,12.276051188299816
1986-07,8.841328786638721,8.710734899727463,3.8751100481566607,13.426669942523917,11.728753758518765,4.010448346257883,4.145745616636664,4.116430544729798,4.296254957121085,3.973789582024777,4.411710441237982,3.505818654147065,3.8492961968145596,3.3568170150274197,4.491945506472298,4.00431410512033,4.238029249837151,4.081656086235385,4.3599637927659805,8.364508103983582,-0.6617872925097805,11.679532526665053,11.606506878600866,7.0,2.721295493641702,8.144969417378066,7.843064017084519,7.727094485220564,6.962243465213176,7.100851909768452,12.799399490810671,11.507641529548904,10.053415041562117,6.588376121163375,8.503094267239575,9.769784716701773,9.28312604179481,8.81611189594233,11.241615305048526,9.942948621465106,8.499334673318527,9.401530817071746,8.724044746116098,9.727883383549296,3.688879479113936,1.2237757257397195,3.7037680912382287,7.485491608591922,5.6058020699724675,5.783825185406661,6.56807791281647,6.1590953906060975,7.484368643847929,5.710427020686128,5.693732142169703,6.552507888461124,6.17378610598527,,11.485619627816115,10.199798336141326,12.788020305744636,13.38623775431017,0.47726261208952137,6.507725374855781,7.87344551353178,7.782682203331877,12.35879373255213,3.9318256523321686,10.82377030569974,6.240386757148464,6.124912032149862,6.213587339625149,-2.013887566290492,5.481471913809081,5.584247909717585,1.2208977586193859,2.7775984065404926,6.56,6.33,5.83,5.86,6.27,7.06,7.3,8.88,10.16,,-0.73,-0.7,-0.29,0.5,0.74,2.32,3.6,4.844615570236855,0.5564685548746793,5.066422515318175,0.4101879379692505,0.3226637655646089,4.627909682732752,4.607168198630804,4.584967488874653,4.458987687384084,4.565389326382074,4.695924558388976,4.658710962394794,4.616110135917623,4.808111038148047,4.641502124878683,4.668144994539151,4.751000642842674,4.695010899128649,4.679349593447394,4.686750182197104,3.9913146803779656,4.811460524364257,3.969404746550923,3.8353579420862687,2.322387818329436,2.475697794806976,2.2617632026404517,4.581901569284152,11.346150432289345,11.818041921473474,6.157307747215494,2.977517436052174,10.584474885844749
1986-08,8.84371148017917,8.714945086029665,3.879871666064537,13.42809020064085,11.738931878389263,4.008772167582399,4.146161901773995,4.11571623569904,4.295372025853101,3.9779006482918553,4.408929011253488,3.5051489351988607,3.84510728231693,3.356489408999592,4.503337894376795,4.0067876000643095,4.221178382346901,4.110639426858966,4.361282977497938,8.374246182327038,-0.6296829612780218,11.679710282623518,11.608371999123332,6.9,2.740840088441328,8.142936010723048,7.7823903360044735,7.730174795685588,6.988413182922101,7.083387848464222,12.917550782777298,11.50879695439649,10.052984563725097,6.561878963698858,8.505727713509266,9.769327390906371,9.28312604179481,8.81492459986952,11.243253564666166,9.94515718775548,8.49752095582269,9.40544652321183,8.727940222555892,9.729134165450875,3.691376359250179,1.2237757257397195,3.706228117018574,7.499423291145632,5.799092657490829,5.739792915394668,6.562444095106149,6.126869186297591,7.453561872222748,5.648974241682333,5.717027704695695,6.495265557447582,6.16541785633226,,11.453452724150955,10.18860069414633,12.78305385706053,13.385444311465884,0.47726261208952137,6.520179205183117,7.8809932916759,7.789330335181928,12.359651733462762,3.937690771669901,10.827746454079302,6.24440570903995,6.13838191737024,6.218691392418678,-2.012410970779284,5.501258214626359,5.599162429227061,1.2064194964322041,2.8009903497516615,6.17,5.92,5.53,5.55,5.93,6.8,7.17,8.72,10.18,,-0.64,-0.62,-0.24,0.63,1.0,2.55,4.01,4.82742530756545,0.5077815954091462,5.038101948156198,0.3961559116843875,0.3282247479661143,4.631812126671611,4.612145809655003,4.584967488874653,4.462453895320522,4.562262695415228,4.696837383638003,4.66720558630604,4.606169696311185,4.813809059216302,4.640537339477892,4.670021167679779,4.75445189731711,4.695010899128649,4.6802776677513345,4.687671416707938,3.992570219662997,4.813800942300309,3.969782368661831,3.836738978916596,2.3243466826229118,2.479894191716546,2.262804327040468,4.55282371615329,11.368916516831295,11.834003821478753,6.176744226423482,2.9252079263851583,13.777372262773724
1986-09,8.844973188456898,8.716289921735788,3.901568567734473,13.451536549117293,11.79602732148643,4.01153708191792,4.147978547553976,4.1174961669312875,4.297070430732265,3.9868076243191073,4.407860071886069,3.507801154155821,3.849008676785478,3.3657912849328766,4.49829297628668,4.009605165964878,4.2157521471822195,4.095054326946182,4.362735514285736,8.385488700646963,-0.6397242916693056,11.68178177081906,11.609008073656357,7.0,2.7343675743546463,8.133000218877298,7.879291485460771,7.748460024331103,6.985641818564278,7.120444373200895,12.887906066192373,11.512265247084356,10.052596975167043,6.540308239505537,8.504918160743095,9.76984186772336,9.281823473691148,8.81833428370017,11.247891640408868,9.9474565899661,8.497378164247179,9.409010886673453,8.731820583123476,9.735660441951763,3.693867020500597,1.2237757257397195,3.706228117018574,7.430707083138737,5.68697535972965,5.594711383319312,6.548219104195037,6.052089171277358,7.430114139154921,5.717027704695695,5.609471798847963,6.447305864125999,6.1696107345835065,,11.502972707093216,10.229718837049692,12.78932261629376,13.381001394026942,0.44468646228688125,6.5329163658704905,7.889009442081784,7.793710507472493,12.367766234532414,3.974058415144591,10.862837773889888,6.24939302840434,6.1512869714262415,6.2320074303121595,-2.0036108725067763,5.4735303883010875,5.574432806421979,1.239426106034543,2.773176811156591,5.89,5.68,5.21,5.35,5.77,6.92,7.45,8.89,10.2,,-0.68,-0.54,-0.12,1.03,1.56,3.0,4.31,4.826495296941353,0.5030158063784326,5.041690716942591,0.3851270174770778,0.3273601329289063,4.6337576525581765,4.614129937270366,4.590056558330327,4.461299827115734,4.567468329188296,4.700480374883325,4.671893827385537,4.611152267605997,4.820281573669553,4.644390908756757,4.671893827385537,4.757891281589446,4.699570870508757,4.683056733895857,4.691347891403455,3.9958309418767084,4.815244716467106,3.972835863644645,3.8405914699587247,2.3243466826229118,2.4815678321345223,2.2617632026404517,4.5207010402430345,11.445363711812611,11.882623074716829,6.196682797884887,3.1225940171863518,13.518181818181818
1986-10,8.845605606332352,8.716863386708605,3.8865821334615385,13.437312878420965,11.75327369379822,4.015743194485589,4.150847777206891,4.1198888608054585,4.300914201923437,3.9869412392312205,4.413129159810409,3.5049416218502123,3.8548154350859187,3.367295864469232,4.511261634443785,4.013277320170187,4.215989774507858,4.081563244738423,4.3648054603091415,8.381831553714552,-0.6352861933602469,11.682803251548279,11.610714388340751,7.0,2.721295493641702,8.1362255552012,7.862882035026254,7.69074316399891,6.881411304669229,7.101675972443167,12.856442796736669,11.514134733520201,10.052252325844329,6.537126287158076,8.507950610251163,9.768641009823579,9.279213236355902,8.819369710166313,11.25043019193449,9.948413115936924,8.497194545113588,9.410174353936656,8.734721004105712,9.739143429031756,3.688879479113936,1.2237757257397195,3.7037680912382287,7.4271441340035,5.638354672892465,5.572154035980046,6.5264948610349185,6.118097200243991,7.423568444856182,5.609471798847963,5.575949106934195,6.450470423723955,6.2245584312555575,,11.480911046823648,10.267878023830717,12.786689612242718,13.385713853253161,0.4643592157227566,6.543767951759338,7.896329462813417,7.79922038983069,12.375815420121487,4.000033901065877,10.893028746168463,6.249160047143852,6.161091283317314,6.243935322395248,-1.994118463731997,5.4697464863878675,5.572534191847083,1.2452334742940459,2.7721157566591925,5.85,5.68,5.18,5.26,5.72,6.83,7.43,8.86,10.24,,-0.67,-0.59,-0.13,0.98,1.58,3.01,4.39,4.827166584373909,0.4967070237365352,5.0528790039002205,0.3551544886321675,0.3282247479661143,4.639571622367259,4.620058808334059,4.58802403732606,4.470495294103137,4.577798999469452,4.702296905793224,4.669083521112607,4.610157737449379,4.825910860705237,4.644390908756757,4.6709579358893905,4.761318877032343,4.700480374883325,4.683056733895857,4.692264902004928,3.99763175085655,4.816362614278729,3.9710275108586,3.8441723599240807,2.327277803145388,2.48823452293715,2.2638443686277134,4.560172830517606,11.474163846427288,11.902044162186149,6.195683963178848,3.114577012071045,13.520871143375684
